timestamp,open,high,low,close,volume,timestamp_unix
2023-08-11 00:00:00,29455.5,29492.6,29350.0,29401.7,1011708,1691712000
2023-08-11 04:00:00,29401.7,29479.1,29380.1,29417.1,871955,1691726400
2023-08-11 08:00:00,29417.0,29444.3,29351.1,29439.9,838664,1691740800
2023-08-11 12:00:00,29440.0,29558.7,29347.0,29390.6,3366942,1691755200
2023-08-11 16:00:00,29390.6,29425.7,29229.7,29390.0,2405436,1691769600
2023-08-11 20:00:00,29390.1,29443.4,29390.1,29426.1,590688,1691784000
2023-08-12 00:00:00,29426.1,29454.4,29376.5,29392.6,785513,1691798400
2023-08-12 04:00:00,29392.6,29423.7,29391.0,29419.8,600508,1691812800
2023-08-12 08:00:00,29419.7,29430.4,29395.3,29425.2,404900,1691827200
2023-08-12 12:00:00,29425.2,29451.0,29411.6,29444.3,528864,1691841600
2023-08-12 16:00:00,29444.2,29478.1,29410.9,29411.0,678139,1691856000
2023-08-12 20:00:00,29411.0,29425.6,29396.0,29425.6,419469,1691870400
2023-08-13 00:00:00,29425.5,29448.5,29396.7,29405.9,376193,1691884800
2023-08-13 04:00:00,29406.0,29406.0,29369.1,29398.7,459669,1691899200
2023-08-13 08:00:00,29398.7,29405.9,29376.3,29376.4,344506,1691913600
2023-08-13 12:00:00,29376.4,29389.7,29363.1,29367.0,439311,1691928000
2023-08-13 16:00:00,29367.0,29469.4,29329.0,29447.0,1012771,1691942400
2023-08-13 20:00:00,29447.0,29447.1,29270.0,29306.2,1171785,1691956800
2023-08-14 00:00:00,29306.2,29423.0,29100.0,29390.6,4073799,1691971200
2023-08-14 04:00:00,29390.7,29467.6,29390.7,29423.9,871413,1691985600
2023-08-14 08:00:00,29423.9,29488.2,29385.1,29401.1,838213,1692000000
2023-08-14 12:00:00,29401.1,29662.6,29330.7,29592.8,4213728,1692014400
2023-08-14 16:00:00,29592.9,29685.3,29250.0,29351.6,3993384,1692028800
2023-08-14 20:00:00,29352.2,29465.4,29333.6,29427.1,719531,1692043200
2023-08-15 00:00:00,29427.1,29442.5,29373.9,29389.2,1000978,1692057600
2023-08-15 04:00:00,29389.3,29423.7,29350.3,29410.9,667998,1692072000
2023-08-15 08:00:00,29411.0,29449.7,29354.3,29364.1,1193269,1692086400
2023-08-15 12:00:00,29364.0,29497.9,29316.3,29330.9,3160715,1692100800
2023-08-15 16:00:00,29330.9,29366.8,29080.0,29191.0,4503516,1692115200
2023-08-15 20:00:00,29189.9,29244.3,29145.0,29206.5,971403,1692129600
2023-08-16 00:00:00,29206.5,29257.2,29192.5,29233.8,649110,1692144000
2023-08-16 04:00:00,29233.8,29233.9,29121.1,29206.8,1038059,1692158400
2023-08-16 08:00:00,29206.8,29215.5,29108.0,29167.3,1268704,1692172800
2023-08-16 12:00:00,29167.3,29215.0,29056.0,29110.1,3144811,1692187200
2023-08-16 16:00:00,29110.1,29239.4,28960.8,29116.7,3791575,1692201600
2023-08-16 20:00:00,29116.7,29142.0,28733.9,28739.5,4786424,1692216000
2023-08-17 00:00:00,28739.5,28795.3,28329.0,28674.5,6237825,1692230400
2023-08-17 04:00:00,28674.5,28717.0,28615.3,28630.9,1000405,1692244800
2023-08-17 08:00:00,28630.9,28645.9,28495.7,28559.7,1675866,1692259200
2023-08-17 12:00:00,28559.7,28585.1,27884.0,27936.7,9992961,1692273600
2023-08-17 16:00:00,27936.7,28099.9,27685.0,27903.4,9691446,1692288000
2023-08-17 20:00:00,27903.4,27925.5,24758.0,26617.6,30503795,1692302400
2023-08-18 00:00:00,26616.4,26824.2,26303.8,26382.0,4512280,1692316800
2023-08-18 04:00:00,26381.9,26601.0,26136.1,26413.7,4486787,1692331200
2023-08-18 08:00:00,26413.7,26603.8,26378.1,26485.9,2392809,1692345600
2023-08-18 12:00:00,26485.9,26492.5,25900.0,25992.9,7853975,1692360000
2023-08-18 16:00:00,25993.1,26305.2,25557.0,26054.9,10101751,1692374400
2023-08-18 20:00:00,26054.8,26236.5,26000.0,26041.5,2691401,1692388800
2023-08-19 00:00:00,26041.5,26151.9,25910.0,25955.0,2073148,1692403200
2023-08-19 04:00:00,25955.1,26000.0,25790.2,25909.5,3840271,1692417600
2023-08-19 08:00:00,25909.6,25993.1,25875.0,25896.7,2135840,1692432000
2023-08-19 12:00:00,25896.7,26218.0,25868.5,26213.0,3531915,1692446400
2023-08-19 16:00:00,26213.0,26270.3,26019.9,26117.0,3928364,1692460800
2023-08-19 20:00:00,26117.0,26142.2,26024.6,26093.5,1133869,1692475200
2023-08-20 00:00:00,26093.5,26193.7,26040.1,26097.9,1096927,1692489600
2023-08-20 04:00:00,26097.9,26151.5,26041.1,26073.9,700562,1692504000
2023-08-20 08:00:00,26073.9,26184.5,26055.5,26169.9,1109241,1692518400
2023-08-20 12:00:00,26169.9,26206.0,25961.2,26093.2,2942553,1692532800
2023-08-20 16:00:00,26093.1,26149.0,26000.0,26119.9,1340778,1692547200
2023-08-20 20:00:00,26120.0,26286.6,26120.0,26173.8,2178553,1692561600
2023-08-21 00:00:00,26173.8,26180.2,26060.6,26082.3,2292971,1692576000
2023-08-21 04:00:00,26082.4,26176.2,26001.8,26019.4,1810197,1692590400
2023-08-21 08:00:00,26019.3,26079.9,25878.0,26018.6,3159722,1692604800
2023-08-21 12:00:00,26018.7,26187.6,25805.0,25926.7,4634671,1692619200
2023-08-21 16:00:00,25926.6,26149.3,25926.6,26085.2,2674518,1692633600
2023-08-21 20:00:00,26085.5,26254.6,26075.5,26112.2,1982485,1692648000
2023-08-22 00:00:00,26112.2,26125.2,26016.9,26036.1,1113022,1692662400
2023-08-22 04:00:00,26036.1,26108.7,25991.7,26096.0,1137408,1692676800
2023-08-22 08:00:00,26096.1,26102.4,26022.4,26039.6,1040864,1692691200
2023-08-22 12:00:00,26039.6,26090.2,25912.1,25931.2,3572034,1692705600
2023-08-22 16:00:00,25931.2,26043.1,25716.2,25771.7,7703566,1692720000
2023-08-22 20:00:00,25771.7,26058.0,25300.0,26045.1,6187111,1692734400
2023-08-23 00:00:00,26045.1,26178.8,25980.2,25993.2,2218394,1692748800
2023-08-23 04:00:00,25993.2,26167.0,25971.8,26046.6,2236715,1692763200
2023-08-23 08:00:00,26046.6,26084.1,25886.9,25928.4,1677649,1692777600
2023-08-23 12:00:00,25928.4,26171.1,25809.8,26133.2,5542359,1692792000
2023-08-23 16:00:00,26133.1,26810.0,26118.3,26614.9,11129095,1692806400
2023-08-23 20:00:00,26614.9,26710.9,26204.7,26423.0,5112195,1692820800
2023-08-24 00:00:00,26423.0,26534.0,26341.0,26437.0,1413474,1692835200
2023-08-24 04:00:00,26437.0,26507.0,26377.0,26468.5,1626272,1692849600
2023-08-24 08:00:00,26468.4,26579.5,26407.3,26439.6,1427408,1692864000
2023-08-24 12:00:00,26439.5,26439.5,25986.1,25988.9,5218467,1692878400
2023-08-24 16:00:00,25989.0,26154.6,25857.4,26034.5,3077878,1692892800
2023-08-24 20:00:00,26034.5,26211.4,25931.1,26175.5,1444063,1692907200
2023-08-25 00:00:00,26175.4,26181.5,25998.0,26088.8,1060707,1692921600
2023-08-25 04:00:00,26088.8,26097.7,25966.5,25966.5,1595081,1692936000
2023-08-25 08:00:00,25966.6,26114.9,25966.6,26089.2,1195158,1692950400
2023-08-25 12:00:00,26089.3,26306.4,25764.4,25922.2,7445006,1692964800
2023-08-25 16:00:00,25921.1,26055.9,25821.8,25961.7,1888847,1692979200
2023-08-25 20:00:00,25961.6,26069.9,25948.0,26045.4,976856,1692993600
2023-08-26 00:00:00,26045.3,26109.2,26019.2,26077.5,771615,1693008000
2023-08-26 04:00:00,26077.6,26077.6,26040.2,26040.2,310407,1693022400
2023-08-26 08:00:00,26040.2,26043.6,25992.1,26036.6,454133,1693036800
2023-08-26 12:00:00,26036.7,26066.7,25976.0,26043.0,528243,1693051200
2023-08-26 16:00:00,26043.0,26045.4,26001.4,26027.9,493231,1693065600
2023-08-26 20:00:00,26027.9,26031.9,25980.0,26008.6,440170,1693080000
2023-08-27 00:00:00,26008.6,26015.6,25962.1,26005.8,493639,1693094400
2023-08-27 04:00:00,26005.7,26036.0,26005.7,26035.9,382428,1693108800
2023-08-27 08:00:00,26035.9,26103.7,26025.8,26048.7,901926,1693123200
2023-08-27 12:00:00,26048.6,26169.0,26045.9,26111.7,1313156,1693137600
2023-08-27 16:00:00,26111.7,26163.0,26023.8,26109.6,1144660,1693152000
2023-08-27 20:00:00,26109.6,26118.8,26033.0,26087.7,572066,1693166400
2023-08-28 00:00:00,26087.7,26087.7,25975.9,26008.9,1164886,1693180800
2023-08-28 04:00:00,26008.9,26024.6,25862.6,25925.3,1708182,1693195200
2023-08-28 08:00:00,25925.4,25997.9,25862.1,25995.0,1200985,1693209600
2023-08-28 12:00:00,25995.9,26246.2,25982.4,26089.5,3216864,1693224000
2023-08-28 16:00:00,26090.3,26180.0,25905.6,25986.0,2222891,1693238400
2023-08-28 20:00:00,25986.0,26169.8,25935.5,26114.4,1613979,1693252800
2023-08-29 00:00:00,26114.5,26196.2,26060.0,26075.1,1130262,1693267200
2023-08-29 04:00:00,26075.1,26077.0,25983.5,25997.2,1197332,1693281600
2023-08-29 08:00:00,25997.2,26037.0,25912.0,25970.0,1429193,1693296000
2023-08-29 12:00:00,25970.0,27680.0,25963.1,27411.7,18398433,1693310400
2023-08-29 16:00:00,27411.8,28143.6,27341.0,27815.7,12456336,1693324800
2023-08-29 20:00:00,27814.9,27867.7,27515.2,27707.7,4492683,1693339200
2023-08-30 00:00:00,27707.7,27755.2,27264.7,27382.1,3565921,1693353600
2023-08-30 04:00:00,27382.0,27466.9,27368.0,27430.6,1471402,1693368000
2023-08-30 08:00:00,27430.7,27493.0,27302.0,27333.7,1743173,1693382400
2023-08-30 12:00:00,27333.6,27453.0,26999.0,27187.8,7350729,1693396800
2023-08-30 16:00:00,27187.8,27274.0,27060.5,27166.0,2969189,1693411200
2023-08-30 20:00:00,27165.1,27320.9,27165.1,27282.1,1602483,1693425600
2023-08-31 00:00:00,27282.1,27282.8,27170.0,27198.0,682101,1693440000
2023-08-31 04:00:00,27198.0,27281.5,27198.0,27248.3,849829,1693454400
2023-08-31 08:00:00,27249.4,27632.3,27182.6,27299.2,3135500,1693468800
2023-08-31 12:00:00,27299.1,27307.8,26773.1,26913.2,6751840,1693483200
2023-08-31 16:00:00,26913.2,26913.7,25900.0,26154.8,13953921,1693497600
2023-08-31 20:00:00,26154.8,26180.0,25625.7,25925.5,5709125,1693512000
2023-09-01 00:00:00,25925.4,26089.6,25916.5,26067.7,1102058,1693526400
2023-09-01 04:00:00,26067.7,26083.1,25970.2,25983.0,889209,1693540800
2023-09-01 08:00:00,25983.0,26066.0,25950.8,26036.9,1360340,1693555200
2023-09-01 12:00:00,26036.9,26139.9,25537.5,25797.2,7472611,1693569600
2023-09-01 16:00:00,25797.1,25952.2,25321.0,25633.0,8266095,1693584000
2023-09-01 20:00:00,25633.3,25921.6,25558.3,25799.4,2604098,1693598400
2023-09-02 00:00:00,25799.4,25829.7,25750.1,25792.3,618593,1693612800
2023-09-02 04:00:00,25792.3,25844.0,25762.2,25788.4,875457,1693627200
2023-09-02 08:00:00,25788.3,25845.9,25767.6,25807.9,808243,1693641600
2023-09-02 12:00:00,25807.9,25974.0,25780.9,25888.3,1652035,1693656000
2023-09-02 16:00:00,25888.3,25922.5,25754.9,25822.8,1769476,1693670400
2023-09-02 20:00:00,25822.7,25889.5,25807.1,25852.7,759807,1693684800
2023-09-03 00:00:00,25852.7,25892.3,25813.3,25841.2,682340,1693699200
2023-09-03 04:00:00,25841.2,25936.0,25841.2,25936.0,539203,1693713600
2023-09-03 08:00:00,25936.0,25939.7,25864.3,25931.6,676414,1693728000
2023-09-03 12:00:00,25931.6,26069.0,25800.0,25860.3,2622022,1693742400
2023-09-03 16:00:00,25860.3,26031.9,25795.0,25997.0,2257825,1693756800
2023-09-03 20:00:00,25997.0,26126.2,25921.0,25961.2,1876217,1693771200
2023-09-04 00:00:00,25961.2,26087.0,25871.2,25978.3,1179332,1693785600
2023-09-04 04:00:00,25978.3,26003.1,25901.8,25954.8,745975,1693800000
2023-09-04 08:00:00,25954.8,25997.0,25855.0,25884.1,919056,1693814400
2023-09-04 12:00:00,25884.1,25956.7,25720.0,25805.2,2926648,1693828800
2023-09-04 16:00:00,25804.9,25933.9,25803.7,25880.7,965594,1693843200
2023-09-04 20:00:00,25880.8,25907.5,25612.9,25814.0,2383379,1693857600
2023-09-05 00:00:00,25814.1,25830.3,25552.0,25680.1,1489046,1693872000
